gene,pmid,title,journal,year,query
ATP8B4,37106071,Regulation of phospholipid distribution in the lipid bilayer by flippases and scramblases,Nature reviews. Molecular cell biology,2023,"(ATP8B4 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
ATP8B4,30218097,Meta-analysis of genome-wide association studies of aggressive and chronic periodontitis identifies two novel risk loci,European journal of human genetics : EJHG,2019,"(ATP8B4 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
ATP8B4,26753841,Identification and validation of risk loci for osteochondrosis in standardbreds,BMC genomics,2016,"(ATP8B4 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
ATP8B4,25689165,Identification of aortic arch-specific quantitative trait loci for atherosclerosis by an intercross of DBA/2J and 129S6 apolipoprotein E-deficient mice,PloS one,2015,"(ATP8B4 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
ATP8B4,27171008,RNA Microarray Analysis of Macroscopically Normal Articular Cartilage from Knees Undergoing Partial Medial Meniscectomy: Potential Prediction of the Risk for Developing Osteoarthritis,PloS one,2016,"(ATP8B4 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
ATP8B4,29732714,Brief Report: Whole-Exome Sequencing to Identify Rare Variants and Gene Networks That Increase Susceptibility to Scleroderma in African Americans,"Arthritis & rheumatology (Hoboken, N.J.)",2018,"(ATP8B4 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
ATP8B4,28264060,"Whole exome sequencing implicates eye development, the unfolded protein response and plasma membrane homeostasis in primary open-angle glaucoma",PloS one,2017,"(ATP8B4 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
ATP8B4,41818388,Microglia Rank signaling regulates GnRH neuronal function and the hypothalamic-pituitary-gonadal axis,"Science (New York, N.Y.)",2026,"(ATP8B4 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
FSTL1,21647204,"Pathogenesis of systemic juvenile idiopathic arthritis: some answers, more questions",Nature reviews. Rheumatology,2011,"(FSTL1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
FSTL1,17903296,Genome-wide association with bone mass and geometry in the Framingham Heart Study,BMC medical genetics,2007,"(FSTL1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
FSTL1,21436623,Genome-wide DNA methylation patterns in CD4+ T cells from patients with systemic lupus erythematosus,Epigenetics,2011,"(FSTL1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
FSTL1,29594389,Follistatin-like 1 in development and human diseases,Cellular and molecular life sciences : CMLS,2018,"(FSTL1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
FSTL1,27759879,The SPARC protein: an overview of its role in lung cancer and pulmonary fibrosis and its potential role in chronic airways disease,British journal of pharmacology,2017,"(FSTL1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
FSTL1,27746742,Molecular Mechanisms of Obesity-Induced Osteoporosis and Muscle Atrophy,Frontiers in physiology,2016,"(FSTL1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
FSTL1,33776572,Biomarkers of Joint Damage in Osteoarthritis: Current Status and Future Directions,Mediators of inflammation,2021,"(FSTL1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
FSTL1,31936504,Emerging Concepts and Challenges in Rheumatoid Arthritis Gene Therapy,Biomedicines,2020,"(FSTL1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
KLF5,30081074,Identification of transcription factors responsible for dysregulated networks in human osteoarthritis cartilage by global gene expression analysis,Osteoarthritis and cartilage,2018,"(KLF5 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
KLF5,30401534,Dual-specificity MAP kinase phosphatases in health and disease,Biochimica et biophysica acta. Molecular cell research,2019,"(KLF5 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
KLF5,32220312,Evolutionary Selection and Constraint on Human Knee Chondrocyte Regulation Impacts Osteoarthritis Risk,Cell,2020,"(KLF5 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
KLF5,32741357,Rat models of human diseases and related phenotypes: a systematic inventory of the causative genes,Journal of biomedical science,2020,"(KLF5 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
KLF5,26523602,Mapping of Craniofacial Traits in Outbred Mice Identifies Major Developmental Genes Involved in Shape Determination,PLoS genetics,2015,"(KLF5 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
KLF5,23656783,Rat retinal transcriptome: effects of aging and AMD-like retinopathy,"Cell cycle (Georgetown, Tex.)",2013,"(KLF5 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
KLF5,20357209,Molecular genetic studies of gene identification for osteoporosis: the 2009 update,Endocrine reviews,2010,"(KLF5 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
KLF5,39627201,"Chromatin accessibility: biological functions, molecular mechanisms and therapeutic application",Signal transduction and targeted therapy,2024,"(KLF5 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
EFTUD2,34490030,Zebrafish Models for Human Skeletal Disorders,Frontiers in genetics,2021,"(EFTUD2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
EFTUD2,32117046,High Fidelity of Mouse Models Mimicking Human Genetic Skeletal Disorders,Frontiers in endocrinology,2019,"(EFTUD2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
EFTUD2,26178806,Asparaginase treatment side-effects may be due to genes with homopolymeric Asn codons (Review-Hypothesis),International journal of molecular medicine,2015,"(EFTUD2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
EFTUD2,36834337,DNA-Methylation Signatures of Tobacco Smoking in a High Cardiovascular Risk Population: Modulation by the Mediterranean Diet,International journal of environmental research and public health,2023,"(EFTUD2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
EFTUD2,40051391,Identification of NIBAN2-Regulated RUNX2 Alternative Splicing Presents Novel Strategies for Antagonizing Osteoporosis,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2025,"(EFTUD2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
EFTUD2,35393538,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: e-Posters,European journal of human genetics : EJHG,2022,"(EFTUD2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
EFTUD2,33262485,Abstracts from the 53rd European Society of Human Genetics (ESHG) Conference: Interactive e-Posters,European journal of human genetics : EJHG,2020,"(EFTUD2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
EFTUD2,31754958,Change in antibiotic regimen for emerging multidrug resistance in nosocomial ascitic fluid infection,Hepatology international,2020,"(EFTUD2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B1,35396580,Mapping genomic loci implicates genes and synaptic biology in schizophrenia,Nature,2022,"(SF3B1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B1,26593421,RNA mis-splicing in disease,Nature reviews. Genetics,2016,"(SF3B1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B1,36450978,Common and rare variant associations with clonal haematopoiesis phenotypes,Nature,2022,"(SF3B1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B1,37931207,Causes and consequences of clonal hematopoiesis,Blood,2023,"(SF3B1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B1,28373404,Precancer Atlas to Drive Precision Prevention Trials,Cancer research,2017,"(SF3B1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B1,31262050,"Canine Melanomas as Models for Human Melanomas: Clinical, Histological, and Genetic Comparison",Genes,2019,"(SF3B1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B1,36941354,Clonal haematopoiesis and dysregulation of the immune system,Nature reviews. Immunology,2023,"(SF3B1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B1,36337911,Clonal hematopoiesis in cardiovascular disease and therapeutic implications,Nature cardiovascular research,2022,"(SF3B1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B2,33565261,Splicing alterations in healthy aging and disease,Wiley interdisciplinary reviews. RNA,2021,"(SF3B2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B2,27686527,Identification of DNA methylation changes associated with disease progression in subchondral bone with site-matched cartilage in knee osteoarthritis,Scientific reports,2016,"(SF3B2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B2,37041148,FOXI3 pathogenic variants cause one form of craniofacial microsomia,Nature communications,2023,"(SF3B2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B2,19209693,Identification of discriminating biomarkers for human disease using integrative network biology,Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,2009,"(SF3B2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B2,27102541,ASGCT 19th Annual Meeting: Abstracts,Molecular therapy : the journal of the American Society of Gene Therapy,2016,"(SF3B2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B2,37119810,Rare disease research resources at the Rat Genome Database,Genetics,2023,"(SF3B2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B2,42016324,Methylome-Wide Association Studies of Physical Injury Stratified by Depression Status Assesses Exposure by Diagnosis Effects in Oxytocin Signaling and Synaptic Plasticity,Biological psychiatry global open science,2026,"(SF3B2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3B2,40718208,The Promise of Exome Sequencing for the Differential Diagnosis of Late-Onset End-Stage Renal Disease in Turkish Cypriots,Cureus,2025,"(SF3B2 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3A1,28719732,Genome-Wide Association Meta-Analysis Reveals Novel Juvenile Idiopathic Arthritis Susceptibility Loci,"Arthritis & rheumatology (Hoboken, N.J.)",2017,"(SF3A1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3A1,32560344,"Emerging Roles of RNA 3'-end Cleavage and Polyadenylation in Pathogenesis, Diagnosis and Therapy of Human Disorders",Biomolecules,2020,"(SF3A1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3A1,22235245,Genome-wide gene expression analysis suggests an important role of suppressed immunity in pathogenesis of Kashin-Beck disease,PloS one,2012,"(SF3A1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3A1,27077670,"American Society of Pediatric Hematology/Oncology (ASPHO) Hyatt Regency Minneapolis Minneapolis, MN May 11-14, 2016",Pediatric blood & cancer,2016,"(SF3A1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3A1,40425033,Alternative Splicing Regulation in Metabolic Disorders,Obesity reviews : an official journal of the International Association for the Study of Obesity,2025,"(SF3A1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SF3A1,41602857,"RNA splicing in bone diseases: mechanisms, pathogenesis and therapeutics",Acta biochimica Polonica,2025,"(SF3A1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
PRPF8,26593421,RNA mis-splicing in disease,Nature reviews. Genetics,2016,"(PRPF8 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
PRPF8,37709773,Endoplasmic reticulum stress: molecular mechanism and therapeutic targets,Signal transduction and targeted therapy,2023,"(PRPF8 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
PRPF8,36450978,Common and rare variant associations with clonal haematopoiesis phenotypes,Nature,2022,"(PRPF8 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
PRPF8,33565261,Splicing alterations in healthy aging and disease,Wiley interdisciplinary reviews. RNA,2021,"(PRPF8 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
PRPF8,28749477,Mapping the genomic landscape of inherited retinal disease genes prioritizes genes prone to coding and noncoding copy-number variations,Genetics in medicine : official journal of the American College of Medical Genetics,2018,"(PRPF8 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
PRPF8,38132662,Genetics in Ischemic Stroke: Current Perspectives and Future Directions,Journal of cardiovascular development and disease,2023,"(PRPF8 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
PRPF8,32874429,Heritability for stroke: Essential for taking family history,Caspian journal of internal medicine,2020,"(PRPF8 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
PRPF8,36720935,Exploring the hub mechanisms of ischemic stroke based on protein-protein interaction networks related to ischemic stroke and inflammatory bowel disease,Scientific reports,2023,"(PRPF8 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SNRNP200,26593421,RNA mis-splicing in disease,Nature reviews. Genetics,2016,"(SNRNP200 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SNRNP200,37709773,Endoplasmic reticulum stress: molecular mechanism and therapeutic targets,Signal transduction and targeted therapy,2023,"(SNRNP200 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SNRNP200,26000617,The cerebellum ages slowly according to the epigenetic clock,Aging,2015,"(SNRNP200 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SNRNP200,35393538,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: e-Posters,European journal of human genetics : EJHG,2022,"(SNRNP200 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SNRNP200,33262485,Abstracts from the 53rd European Society of Human Genetics (ESHG) Conference: Interactive e-Posters,European journal of human genetics : EJHG,2020,"(SNRNP200 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SNRNP200,41268214,Alternative Splicing: A Critical Regulator in Human Bone Biology and Tumor Progression,"Research (Washington, D.C.)",2025,"(SNRNP200 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
U2AF1,26593421,RNA mis-splicing in disease,Nature reviews. Genetics,2016,"(U2AF1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
U2AF1,36941354,Clonal haematopoiesis and dysregulation of the immune system,Nature reviews. Immunology,2023,"(U2AF1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
U2AF1,25343990,Genome-wide association study of selenium concentrations,Human molecular genetics,2015,"(U2AF1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
U2AF1,24098785,Familial occurrence of systemic mast cell activation disease,PloS one,2013,"(U2AF1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
U2AF1,33565261,Splicing alterations in healthy aging and disease,Wiley interdisciplinary reviews. RNA,2021,"(U2AF1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
U2AF1,29378221,Canine sarcomas as a surrogate for the human disease,Pharmacology & therapeutics,2018,"(U2AF1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
U2AF1,24692131,Relationship of gene expression in the injured human meniscus to body mass index: a biologic connection between obesity and osteoarthritis,"Arthritis & rheumatology (Hoboken, N.J.)",2014,"(U2AF1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
U2AF1,33401724,Clinical Impact of Inherited and Acquired Genetic Variants in Mastocytosis,International journal of molecular sciences,2021,"(U2AF1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SRSF1,26593421,RNA mis-splicing in disease,Nature reviews. Genetics,2016,"(SRSF1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SRSF1,36543887,Amyotrophic lateral sclerosis: a neurodegenerative disorder poised for successful therapeutic translation,Nature reviews. Drug discovery,2023,"(SRSF1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SRSF1,34484216,Alternative Splicing: A New Cause and Potential Therapeutic Target in Autoimmune Disease,Frontiers in immunology,2021,"(SRSF1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SRSF1,33565261,Splicing alterations in healthy aging and disease,Wiley interdisciplinary reviews. RNA,2021,"(SRSF1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SRSF1,36367225,"m6A readers, writers, erasers, and the m6A epitranscriptome in breast cancer",Journal of molecular endocrinology,2023,"(SRSF1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SRSF1,32827035,Gene Expression and RNA Splicing Imputation Identifies Novel Candidate Genes Associated with Osteoporosis,The Journal of clinical endocrinology and metabolism,2020,"(SRSF1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
SRSF1,31432133,PPWD1 is associated with the occurrence of postmenopausal osteoporosis as determined by weighted gene co‑expression network analysis,Molecular medicine reports,2019,"(SRSF1 AND (""genome-wide association"" OR ""GWAS"") AND (""bone mineral density"" OR ""osteoporosis"" OR ""fracture"" OR ""osteoarthritis"" OR ""hip fracture"" OR ""BMD"")) AND SRC:MED"
